statecode,statename,distnew_1,nfhs1_districtname,districtcode_nfhs1,distnew_2,nfhs2_districtname,districtcode_nfhs2,state_nfhs5,name_nfhs5,distnew_4,nfhs4_districtname,districtcode_nfhs4,distnew_5,nfhs5_districtname,districtcode_nfhs5,state_sbm,district_sbm,,,,,,,,,,,,,,
34,arunachalpradesh,1229,EAST KAMENG,3,1229,EAST KAMENG,3,111,arunachal pradesh,1229,east kameng,247,1229,east kameng,247,ARUNACHAL PRADESH,EAST KAMENG,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,1234,papumpare,248,1234,papum pare,248,ARUNACHAL PRADESH,PAPUM PARE,,,,,,,,,,,,,,
34,arunachalpradesh,1231,UPPER SUBANSIRI,5,1231,UPPER SUBANSIRI,5,111,arunachal pradesh,1231,upper subansiri,249,1231,upper subansiri,249,ARUNACHAL PRADESH,UPPER SUBANSIRI,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,1576,upper siang,252,1576,upper siang,252,ARUNACHAL PRADESH,UPPER SIANG,,,,,,,,,,,,,,
34,arunachalpradesh,,,,1233,CHANGLANG,10,111,arunachal pradesh,1233,changlang,253,1233,changlang,253,ARUNACHAL PRADESH,CHANGLANG,,,,,,,,,,,,,,
34,arunachalpradesh,1234,LOWER SUBANSIRI,4,1234,LOWER SUBANSIRI,4,111,arunachal pradesh,1234,lower subansiri,255,1234,lower subansiri,255,ARUNACHAL PRADESH,LOWER SUBANSIRI,,,,,,,,,,,,,,
34,arunachalpradesh,1235,DIBANG VALLEY,8,1235,DIBANG VALLEY,8,111,arunachal pradesh,1235,dibang valley,257,1235,dibang valley,257,ARUNACHAL PRADESH,DIBANG VALLEY,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,1235,lower dibang valley,258,1235,lower dibang val,258,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,1579,anjaw,260,1579,anjaw,260,ARUNACHAL PRADESH,ANJAW,,,,,,,,,,,,,,
34,arunachalpradesh,1576,EAST SIANG,7,1576,EAST SIANG,7,111,arunachal pradesh,1576,east siang,251,1576,east siang,801,ARUNACHAL PRADESH,EAST SIANG,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,,,,1234,kra daadi,802,ARUNACHAL PRADESH,KRA-DAADI,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,1234,kurung kumey,256,1234,kurung kumey,803,ARUNACHAL PRADESH,KURUNG KUMEY,,,,,,,,,,,,,,
34,arunachalpradesh,1579,Lohit,9,1579,Lohit,9,111,arunachal pradesh,1579,lohit,259,1579,lohit,804,ARUNACHAL PRADESH,LOHIT,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,,,,1580,longding,805,ARUNACHAL PRADESH,LONGDING,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,,,,1579,namsai,806,ARUNACHAL PRADESH,NAMSAI,,,,,,,,,,,,,,
,,,,,,,,111,arunachal pradesh,,,,1576,siang,807,ARUNACHAL PRADESH,SIANG,,,,,,,,,,,,,,
34,arunachalpradesh,,,,1580,TIRAP,11,111,arunachal pradesh,1580,tirap,254,1580,tirap,808,ARUNACHAL PRADESH,TIRAP,,,,,,,,,,,,,,
34,arunachalpradesh,1581,WEST SIANG,6,1581,WEST SIANG,6,111,arunachal pradesh,1581,west siang,250,1581,west siang,809,ARUNACHAL PRADESH,WEST SIANG,,,,,,,,,,,,,,
35,tripura,1640,WEST TRIPURA,1,1640,WEST TRIPURA,1,115,tripura,1639,dhalai,291,1639,dhalai,291,TRIPURA,DHALAI,,,,,,,,,,,,,,
35,tripura,1639,NORTH TRIPURA,2,1639,NORTH TRIPURA,2,115,tripura,1639,south tripura,290,1639,gomati,914,TRIPURA,GOMATI,,,,,,,,,,,,,,
35,tripura,1639,SOUTH TRIPURA,3,1639,SOUTH TRIPURA,3,115,tripura,1640,west tripura,289,1640,khowai,915,TRIPURA,KHOWAI,,,,,,,,,,,,,,
,,,,,,,,115,tripura,1639,north tripura,292,1639,north tripura,916,TRIPURA,NORTH TRIPURA,,,,,,,,,,,,,,
,,,,,,,,115,tripura,,,,1640,sepahijala,917,TRIPURA,SEPAHIJALA,,,,,,,,,,,,,,
,,,,,,,,115,tripura,,,,1639,south tripura,918,TRIPURA,SOUTH TRIPURA,,,,,,,,,,,,,,
,,,,,,,,115,tripura,,,,1639,unakoti,919,TRIPURA,UNAKOTI,,,,,,,,,,,,,,
,,,,,,,,115,tripura,,,,1640,west tripura,920,TRIPURA,WEST TRIPURA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,
,,,,,,,,103,chandigarh,1053,chandigarh,55,1053,chandigarh,55,CHANDIGARH,CHANDIGARH,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,
,,,,,,,,124,dadra & nagar ha,1440,diu,494,1440,diu,494,0,0,,,,,,,,,,,,,,
,,,,,,,,124,dadra & nagar ha,1441,daman,495,1441,daman,495,0,0,,,,,,,,,,,,,,
,,,,,,,,124,dadra & nagar ha,1442,dadra & nagar haveli,496,1442,dadra & nagar ha,496,DADAR AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,
,,,,,,,,129,lakshadweep,1522,lakshadweep,587,1522,lakshadweep,587,LAKSHADWEEP,LAKSHADWEEP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,
,,,,,,,,132,puducherry,1570,puducherry,635,1570,puducherry,635,PUDUCHERRY,PONDICHERRY,,,,,,,,,,,,,,
,,,,,,,,132,puducherry,1571,mahe,636,1571,mahe,636,PUDUCHERRY,0,,,,,,,,,,,,,,
,,,,,,,,132,puducherry,1572,karaikal,637,1572,karaikal,637,PUDUCHERRY,KARAIKAL,,,,,,,,,,,,,,
,,,,,,,,133,andaman & nicobar,1573,nicobars,638,1573,nicobars,638,A & N ISLANDS,NICOBARS,,,,,,,,,,,,,,
,,,,,,,,133,andaman & nicobar,1574,north & middle andaman,639,1574,north  & middle,639,A & N ISLANDS,NORTH AND MIDDLE ANDAMAN,,,,,,,,,,,,,,
,,,,,,,,133,andaman & nicobar,1575,south andaman,640,1575,south andaman,640,A & N ISLANDS,SOUTH ANDAMANS,,,,,,,,,,,,,,
